cod_cnpm|cod_cim|obs|den_produs|forma|concentr|firma|dci|ambalaj|grupa|pret_prod|pret_rid|pret_am|statut_frm|statut_anm|stare
PROLAB0055|W10228001||PROZAC 20mg|COMPR. DISP.|20mg|ELI LILLY SA - SPANIA|FLUOXETINUM|Cutie x 2 blistere PVC-PE-ACLAR/Al x 14 comprimate dispersabile (2 ani)|N06AB03|24.69|28.15|36.82|MI|inovativ|
PRYSAN0046|W61138002||PRYLAR 10mg/10mg|CAPS.|10mg/10mg|SANDOZ SRL - ROMANIA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|22.02|25.1|32.83|MG|generic|
PRYSAN0020|W61136002||PRYLAR 10mg/5mg|CAPS.|10mg/5mg|SANDOZ SRL - ROMANIA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|17.74|20.22|27.33|MG|generic|
PRYSAN0038|W61137002||PRYLAR 5mg/10mg|CAPS.|5mg/10mg|SANDOZ SRL - ROMANIA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|15.1|17.22|23.27|MG|generic|
PRYSAN0012|W61135002||PRYLAR 5mg/5mg|CAPS.|5mg/5mg|SANDOZ SRL - ROMANIA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|10.67|12.16|16.44|MG|generic|
PULAST0024|W00680001||PULMICORT TURBUHALER 200mcg/doza|PULB. INHAL.|200mcg/doza|ASTRAZENECA AB - SUEDIA|BUDESONIDUM|Cutie x 1 flacon multidoza din PEID x 100 doze pulbere inhalatorie (2 ani)|R03BA02|40.75|46.45|60.76|MP|inovativ|
PULHOF0039|W51323001|!|PULMOZYME|SOL. INHAL.|1mg/ml|ROCHE ROMANIA SRL - ROMANIA|DORNAZA ALFA|Cutie x 6 fiole unidoza PE x 2,5ml solutie inhalatorie prin nebulizator, introduse in punga de Al|R05CB13|386.77|416.77|492.43|MI|inovativ|DC
PULROC0015|W61214001||PULMOZYME 2500U/2,5ml|SOL. DE INHALAT PRIN NEBULIZATOR|2500U/2.5ML|ROCHE ROMANIA SRL - ROMANIA|DORNAZA ALFA|Cutie x 6 fiole unidoza, monobloc, din PE x 2,5ml solutie de inhalat prin nebulizator introduse intr-o punga din Al (2 ani)|R05CB13|386.77|416.77|492.43|MI|inovativ|
PURNVO0031|W08409001||PUREGON 100 UI/0.5ml|SOL. INJ.|100UI/0.5ml|N.V. ORGANON - OLANDA|FOLLITROPINUM BETA|Cutie x 1 flacon x 0,5ml solutie injectabila (3 ani)|G03GA06|149.6|164.56|200.89||inovativ|
PURNVO0049|W43249001||PUREGON 300UI/0.36ml|SOL. INJ.|300UI/0.36ml|N.V. ORGANON - OLANDA|FOLLITROPINUM BETA|Cutie x 1 cartus solutie injectabila + 6 ace (3 ani)|G03GA06|409.6|439.6|517.31||inovativ|
PURNVO0023|W08414001||PUREGON 50 UI/0.5ml|SOL. INJ.|50UI/0.5ml|N.V. ORGANON - OLANDA|FOLLITROPINUM BETA|Cutie x 1 flacon x 0.5ml solutie injectabila (3 ani)|G03GA06|75.09|84.1|106.34||inovativ|
PURNVO0057|W43250001||PUREGON 600UI/0.72ml|SOL. INJ.|600UI/0.72ml|N.V. ORGANON - OLANDA|FOLLITROPINUM BETA|Cutie x 1 cartus solutie injectabila + 6 ace (3 ani)|G03GA06|819.21|849.21|963.79||inovativ|
PURNVO0065|W43251001||PUREGON 900UI/1.08ml|SOL. INJ.|900UI/1.08ml|N.V. ORGANON - OLANDA|FOLLITROPINUM BETA|Cutie x 1 cartus solutie injectabila + 9 ace (3 ani)|G03GA06|1229.34|1259.34|1410.83||inovativ|
PURASP0016|W58868001||PURI - NETHOL|COMPR.|50mg|ASPEN PHARMA TRADING LIMITED - IRLANDA|MERCAPTOPURINUM|Cutie x 1 flacon din sticla bruna x 25 comprimate (5 ani)|L01BB02|272.91|300.2|365.37|MI|inovativ|
QMITOR0058|W56922003||Q MIND 100mg|COMPR. FILM.|100mg|TORRENT PHARMA SRL - ROMANIA|QUETIAPINUM|Cutie x blister PVC/Al x 60 comprimate filmate (2 ani)|N05AH04|34.0|38.76|50.7|MG|generic|
QMITOR0066|W56924003||Q MIND 200mg|COMPR. FILM.|200mg|TORRENT PHARMA SRL - ROMANIA|QUETIAPINUM|Cutie x blister PVC/Al x 60 comprimate filmate (2 ani)|N05AH04|60.0|67.2|84.97|MG|generic|
QMITOR0074|W56925003||Q MIND 300mg|COMPR. FILM.|300mg|TORRENT PHARMA SRL - ROMANIA|QUETIAPINUM|Cutie x blister PVC/Al x 60 comprimate filmate (2 ani)|N05AH04|74.0|82.88|104.79|MG|generic|
QLABAY0023|W58852001||QLAIRA|COMPR. FILM.||BAYER PHARMA AG - GERMANIA|COMBINATII (ESTRADIOLUM + DIENOGESTUM)|Cutie tip portofel x 1 blister PVC/Al x 28 comprimate filmate (5 ani)|G03AB|34.96|39.85|52.13|MI|inovativ|
QUARIC0022|W54839001||QUAMATEL 20mg|PULB. PT. SOL. INJ. / PERF.|20mg|GEDEON RICHTER ROMANIA SA - ROMANIA|FAMOTIDINUM|Cutie x 5 flacoane din sticla incolora cu pulbere pentru solutie inj./perf. + 5 fiole din sticla incolora x 5ml solv. pentru uz parenteral (3 ani)|A02BA03|15.99|18.23|24.64|MP|generic|
QUARIC0014|W54838001||QUAMATEL®  20mg|COMPR. FILM.|20mg|GEDEON RICHTER ROMANIA SA - ROMANIA|FAMOTIDINUM|Cutie x 2 blist. Al/PVC x 14 compr.film. (5 ani)|A02BA03|6.13|6.99|9.45|MG|generic|
QUACHI0011|W57666001||QUARELIN ®|COMPR.||CHINOIN PRIVATE CO. LTD. Member of Sanofi-Aventis Group - UNGARIA|COMBINATII|Cutie x 1 blister x 10 comprimate (3 ani)|N02BB52|7.65|8.72|11.79|MG|inovativ|
QUECHI0017|W58793005||QUERSUS 100mg|COMPR. FILM.|100mg|CHIESI PHARMACEUTICALS GMBH - AUSTRIA|QUETIAPINUM|Cutie x 1 blister PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|43.59|49.69|65.0|MG|generic|
QUECHI0025|W58795005||QUERSUS 200mg|COMPR. FILM.|200mg|CHIESI PHARMACEUTICALS GMBH - AUSTRIA|QUETIAPINUM|Cutie x 1 blister PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|66.46|74.44|94.12|MG|generic|
QUECHI0033|W58796005||QUERSUS 300mg|COMPR. FILM.|300mg|CHIESI PHARMACEUTICALS GMBH - AUSTRIA|QUETIAPINUM|Cutie x 1 blister PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|121.41|133.55|163.04|MG|generic|
QUEACC0027|W57135010||QUETIAPINE ACCORD 100mg|COMPR. FILM.|100mg|ACCORD HEALTHCARE LIMITED - MAREA BRITANIE|QUETIAPINUM|Cutie x blistere PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|58.96|66.03|83.49|MG|generic|
QUEACC0035|W57136010||QUETIAPINE ACCORD 150mg|COMPR. FILM.|150mg|ACCORD HEALTHCARE LIMITED - MAREA BRITANIE|QUETIAPINUM|Cutie x blistere PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|74.48|83.41|105.47|MG|generic|
QUEACC0043|W57137010||QUETIAPINE ACCORD 200mg|COMPR. FILM.|200mg|ACCORD HEALTHCARE LIMITED - MAREA BRITANIE|QUETIAPINUM|Cutie x blistere PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|94.08|105.37|128.64|MG|generic|
QUEACC0019|W57134010||QUETIAPINE ACCORD 25mg|COMPR. FILM.|25mg|ACCORD HEALTHCARE LIMITED - MAREA BRITANIE|QUETIAPINUM|Cutie x blistere PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|29.49|33.62|43.97|MG|generic|
QUEACC0051|W57138010||QUETIAPINE ACCORD 300mg|COMPR. FILM.|300mg|ACCORD HEALTHCARE LIMITED - MAREA BRITANIE|QUETIAPINUM|Cutie x blister PVC/Al x 60 comprimate filmate (30 luni)|N05AH04|118.84|130.73|159.59|MG|generic|
QUETEV0010|W53933006||QUETIAPINE TEVA 100mg|COMPR. FILM.|100mg|TEVA PHARMACEUTICALS SRL - ROMANIA|QUETIAPINUM|Cutie x blister PVC-PE-Aclar/Al x 60 comprimate filmate (3 ani)|N05AH04|42.34|48.26|63.13|MG|generic|
QUETEV0060|W53938006||QUETIAPINE TEVA 200mg|COMPR. FILM.|200mg|TEVA PHARMACEUTICALS SRL - ROMANIA|QUETIAPINUM|Cutie x blistere PVC-PE-Aclar/Al x 60 comprimate filmate (3 ani)|N05AH04|30.3|34.54|45.18|MG|generic|
QUETEV0078|W53939006||QUETIAPINE TEVA 300mg|COMPR. FILM.|300mg|TEVA PHARMACEUTICALS SRL - ROMANIA|QUETIAPINUM|Cutie x blistere PVC-PE-Aclar/Al x 60 comprimate filmate (3 ani)|N05AH04|52.44|58.73|74.26|MG|generic|
QUEGLE0013|W55634002||QUETROP 100mg|COMPR. FILM.|100mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|QUETIAPINUM|Cutie x 6 blistere PVC/Al x 10 comprimate filmate (3 ani)|N05AH04|59.64|66.8|84.46|MG|generic|
QUEGLE0021|W55636001||QUETROP 200mg|COMPR. FILM.|200mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|QUETIAPINUM|Cutie x 6 blistere PVC/Al x 10 comprimate filmate (3 ani)|N05AH04|76.68|85.88|108.59|MG|generic|
QUEGLE0039|W55637001||QUETROP 300mg|COMPR. FILM.|300mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|QUETIAPINUM|Cutie x 6 blistere PVC/Al x 10 comprimate filmate (3 ani)|N05AH04|116.37|128.01|156.27|MG|generic|
QUIALC0011|W51282001||QUINAX|PIC. OFT., SOL.|0.15mg/ml|ALCON COUVREUR NV - BELGIA|DIVERSE (AZAPENTACEN POLISULFONAT DE SODIU)|Cutie x 1 flacon picurator x 15ml; (2 ani)|S01XAN1|18.4|20.98|28.35|MI|inovativ|
QUOALV0019|W56947001||QUODIXOR 150mg|COMPR. FILM.|150mg|ALVOGEN IPCO SARL - LUXEMBURG|ACIDUM IBANDRONICUM|Cutie x blister PA-Al-PVC/Al x 1 comprimate filmate (2 ani)|M05BA06|50.46|56.52|71.46|MG|generic|
QUTAST0010|W54778001||QUTENZA|PLASTURE CUTANAT|179mg|ASTELLAS PHARMA EUROPE BV - OLANDA|CAPSAICINUM|Cutie x 1 plasture cutanat + 1 tub de gel de curatare (50g) + 2 perechi de manusi din nitril + 1 pereche de sosete, tifon si o punga pentru reziduri medicale (4 ani)|N01BX04|958.51|988.51|1115.63|MI|inovativ|
RAMAUR0023|W55273002||RAMIPRIL AUROBINDO 10mg|COMPR.|10mg|AUROBINDO PHARMA (MALTA) LIMITED - MALTA|RAMIPRILUM|Cutie x blistere OPA-Al-PVC/Al x 28 comprimate (2 ani)|C09AA05|6.16|7.02|9.49|MG|generic|
RAMAUR0015|W55272005||RAMIPRIL AUROBINDO 5mg|COMPR.|5mg|AUROBINDO PHARMA (MALTA) LIMITED - MALTA|RAMIPRILUM|Cutie x blistere OPA-Al-PVC/Al x 28 comprimate (2 ani)|C09AA05|4.61|5.25|7.1|MG|generic|
RAMMED0019|W52395005||RAMIPRIL HCT-MEDOCHEMIE|COMPR.|2.5mg/12.5mg|MEDOCHEMIE LTD - CIPRU|COMBINATII (RAMIPRILUM + HYDROCHLOROTHIAZIDUM)|Cutie x 3 blistere OPA-Al-PVC/Al x 10 comprimate (18 luni)|C09BA05|8.61|9.82|13.27|MG|generic|
RAMMED0027|W52396005||RAMIPRIL HCT-MEDOCHEMIE|COMPR.|5mg/25mg|MEDOCHEMIE LTD - CIPRU|COMBINATII (RAMIPRILUM + HYDROCHLOROTHIAZIDUM)|Cutie x 3 blistere OPA-Al-PVC/Al x 10 comprimate (18 luni)|C09BA05|13.08|14.91|20.15|MG|generic|
RAMTEV0022|W60069005||RAMIPRIL TEVA 10mg|COMPR.|10mg|TEVA PHARMACEUTICALS SRL - ROMANIA|RAMIPRILUM|Cutie x blister OPA/Al/PVC-Al x 30 comprimate (2 ani)|C09AA05|6.41|7.31|9.88|MG|generic|
RAMTEV0014|W60068005||RAMIPRIL TEVA 5mg|COMPR.|5mg|TEVA PHARMACEUTICALS SRL - ROMANIA|RAMIPRILUM|Cutie x blistere OPA/Al/PVC-Al x 30 comprimate (2 ani)|C09AA05|4.66|5.31|7.18|MG|generic|
RAMACH0021|W42940001||RAMIPRIL-AC 10mg|COMPR.|10mg|AC HELCOR PHARMA SRL - ROMANIA|RAMIPRILUM|Cutie x 3 blistere din PVC/Al x 10 comprimate (2 ani)|C09AA05|6.32|7.21|9.74|MG|generic|
RAMACH0039|W42939001||RAMIPRIL-AC 2,5mg|COMPR.|2.5mg|AC HELCOR PHARMA SRL - ROMANIA|RAMIPRILUM|Cutie x 3 blistere din PVC/Al x 10 comprimate (2 ani)|C09AA05|3.16|3.6|4.87|MG|generic|
RAMACH0013|W42237001||RAMIPRIL-AC 5mg|COMPR.|5mg|AC HELCOR PHARMA SRL - ROMANIA|RAMIPRILUM|Cutie x 3 blistere din PVC/aluminiu x 10 comprimate (2 ani)|C09AA05|4.66|5.31|7.18|MG|generic|
RAMTER0052|W60133002||RAMIRAN 10mg|COMPR.|10mg|TERAPIA SA - ROMANIA|RAMIPRILUM|Cutie x blistere OPA-Al-PVC/Al x 30 comprimate (2 ani)|C09AA05|6.41|7.31|9.88|MG|generic|
RAMTER0060|W60133005||RAMIRAN 10mg|COMPR.|10mg|TERAPIA SA - ROMANIA|RAMIPRILUM|Cutie x blistere OPA-Al-PE-Desicant-PEID/Al x 30 comptimate (2 ani)|C09AA05|6.41|7.31|9.88|MG|generic|
RAMTER0010|W60131002||RAMIRAN 2.5mg|COMPR.|2.5mg|TERAPIA SA - ROMANIA|RAMIPRILUM|Cutie x blistere OPA-Al-PVC/Al x 30 comprimate (2 ani)|C09AA05|3.23|3.68|4.98|MG|generic|
RAMTER0028|W60131006||RAMIRAN 2.5mg|COMPR.|2.5mg|TERAPIA SA - ROMANIA|RAMIPRILUM|Cutie x blistere OPA-Al-PE-Desicant-PEID/Al x 30 comprimate (2 ani)|C09AA05|3.23|3.68|4.98|MG|generic|
RAMTER0036|W60132003||RAMIRAN 5mg|COMPR.|5mg|TERAPIA SA - ROMANIA|RAMIPRILUM|Cutie x blistere OPA-Al-PVC/Al x 30 comprimate (2 ani)|C09AA05|4.66|5.31|7.18|MG|generic|
RAMTER0044|W60132008||RAMIRAN 5mg|COMPR.|5mg|TERAPIA SA - ROMANIA|RAMIPRILUM|Cutie x blistere OPA-Al-PE-Desicant-PEID/Al x 30 comprimate (2 ani)|C09AA05|4.66|5.31|7.18|MG|generic|
RAMGLE0041|W60948002||RAMLORA 10mg/10mg|CAPS.|10mg/10mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|29.0|33.06|43.24|MG|generic|
RAMGLE0033|W60947002||RAMLORA 10mg/5mg|CAPS.|10mg/5mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|23.0|26.22|34.3|MG|generic|
RAMGLE0025|W60946002||RAMLORA 5mg/10mg|CAPS.|5mg/10mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|20.62|23.51|31.77|MG|generic|
RAMGLE0017|W60945002||RAMLORA 5mg/5mg|CAPS.|5mg/5mg|GLENMARK PHARMACEUTICALS SRO - REPUBLICA CEHA|COMBINATII (RAMIPRILUM + AMLODIPINUM)|Cutie x blistere PA-Al-PVC/Al x 30 capsule (30 luni)|C09BB07|18.6|21.2|28.66|MG|generic|
RANFAB0013|W41453002||RANITIDIN|COMPR.|150mg|FABIOL SA - ROMANIA|RANITIDINUM|Cutie x 2 blistere Al/PVC x 10 comprimate (2 ani)|A02BA02|2.95|3.37|4.55|MG|generic|
RANSLA0022|W07339001||RANITIDIN|COMPR.|150mg|SLAVIA PHARM SRL - ROMANIA|RANITIDINUM|Cutie x 2 blistere AL/PVC x 10 comprimate (2 ani)|A02BA02|2.95|3.37|4.55|MG|generic|
RANARE0022|W05395003||RANITIDIN ARENA 150mg|COMPR.|150mg|ARENA GROUP SA - ROMANIA|RANITIDINUM|Cutie x 2 blistere din PVC/Al x 10 comprimate (2 ani)|A02BA02|2.95|3.37|4.55|MG|generic|
RANMAG0028|W05401002||RANITIDINA|COMPR.|150mg|MAGISTRA C & C - ROMANIA|RANITIDINUM|Cutie x 2 blist. x 10 compr.; (2 ani)|A02BA02|2.96|3.37|4.56||generic|
RANARE0030|W52514001||RANITIDINA ARENA 300mg|CAPS.|300mg|ARENA GROUP SA - ROMANIA|RANITIDINUM|Cutie x 2 blistere Al/PVC x 5 capsule (3 ani)|A02BA02|4.19|4.78|6.46|MG|generic|
RANANT0018|W53915001||RANITIDINA ATB 150mg comprimate filmate|COMPR. FILM.|150mg|ANTIBIOTICE SA - ROMANIA|RANITIDINUM|Cutie x 2 blist. x 10 compr. film. (3 ani)|A02BA02|2.95|3.37|4.55|PMG|generic|
RANANT0050|W54029002||RANITIDINA ATB 300mg|COMPR. FILM.|300mg|ANTIBIOTICE SA - ROMANIA|RANITIDINUM|Cutie x 2 blistere PVC/Al x 10 comprimate filmate (3 ani)|A02BA02|5.62|6.41|8.66|MG|generic|
RANLAR0015|W42410001|!|RANITIDINA LAROPHARM 150mg (APP intrerupt)|COMPR. FILM.|150mg|LAROPHARM SRL - ROMANIA|RANITIDINUM|Cutie x 2 blistere din PVC/Al x 10 comprimate filmate (2 ani)|A02BA02|2.95|3.37|4.55|MG|generic|DC
RANLAB0051|W42722001||RANITIDINA LPH 150mg|COMPR. FILM.|150mg|LABORMED PHARMA SA - ROMANIA|RANITIDINUM|Cutie x 2 blistere din folie PVC-PVDC/Al x 10 comprimate filmate (4 ani)|A02BA02|2.96|3.37|4.56|MG|generic|
RANLAB0077|W42721001||RANITIDINA LPH 300mg|COMPR. FILM.|300mg|LABORMED PHARMA SA - ROMANIA|RANITIDINUM|Cutie x 3 blistere din folie PVC-PVDC/Al x 10 comprimate filmate (4 ani)|A02BA02|8.44|9.62|13.0|MG|generic|
RANRAN0059|W12794001||RANOLIP|COMPR.|10mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|LISINOPRILUM|Cutie x 3 blistere x 10 comprimate (3 ani)|C09AA03|9.72|11.08|14.98|MG|generic|
RANRAN0067|W12793001||RANOLIP|COMPR.|20mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|LISINOPRILUM|Cutie x 3 blistere x 10 comprimate (3 ani)|C09AA03|15.0|17.1|23.11|MG|generic|
RANRAN0041|W12795001||RANOLIP|COMPR.|5mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|LISINOPRILUM|Cutie x 3 blistere x 10 comprimate (3 ani)|C09AA03|4.96|5.65|7.64|MG|generic|
RANTER0027|W53741001||RANOS 70mg|COMPR.|70mg|TERAPIA SA - ROMANIA|ACIDUM ALENDRONICUM|Cutie x 1 blister PAO-PVC-Al/Al x 4 comprimate (2 ani)|M05BA04|31.96|36.44|47.66|MG|generic|
RANMED0018|W57000001||RANTUDIL FORTE|CAPS.|60mg|MEDA MANUFACTURING GMBH - GERMANIA|ACEMETACINUM|Cutie x 2 blistere PP x 10 capsule (3 ani)|M01AB11|10.22|11.65|15.75|MI|inovativ|
RANRAN0083|W54371001||RANVOR 10mg|COMPR. FILM.|10mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 2 blistere x 7 comprimate filmate (3 ani)|C10AA01|2.75|3.14|4.24|MG|generic|
RANRAN0091|W54371002||RANVOR 10mg|COMPR. FILM.|10mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 4 blistere x 7 comprimate filmate (3 ani)|C10AA01|5.5|6.27|8.47|MG|generic|
RANRAN0138|W54371003||RANVOR 10mg|COMPR. FILM.|10mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 3 blistere PVC-PVDC/Al x 10 comprimate filmate|C10AA01|6.08|6.93|9.37|MG|generic|
RANRAN0104|W54372001||RANVOR 20mg|COMPR. FILM.|20mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 2 blistere x 7 comprimate filmate (3 ani)|C10AA01|5.13|5.84|7.9|MG|generic|
RANRAN0112|W54372002||RANVOR 20mg|COMPR. FILM.|20mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 4 blistere x 7 comprimate filmate (3 ani)|C10AA01|10.25|11.68|15.79|MG|generic|
RANRAN0146|W54372003||RANVOR 20mg|COMPR. FILM.|20mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 3 blistere PVC-PVDC/Al x 10 comprimate filmate|C10AA01|9.12|10.4|14.05|MG|generic|
RANRAN0120|W54373001||RANVOR 40mg|COMPR. FILM.|40mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 2 blistere x 7 comprimate filmate (3 ani)|C10AA01|9.74|11.11|15.01|MG|generic|
RANRAN0154|W54373003||RANVOR 40mg|COMPR. FILM.|40mg|RANBAXY U.K. LIMITED - MAREA BRITANIE|SIMVASTATINUM|Cutie x 3 blistere PVC-PVDC/Al x 10 comprimate filmate|C10AA01|15.02|17.12|23.14|MG|generic|
RAPWYE0038|W10576001||RAPAMUNE 1mg|DRAJ.|1mg|WYETH EUROPA LIMITED - MAREA BRITANIE|SIROLIMUS|Cutie x 30 drajeuri (blistere PVC/PE Aclar )(2 ani)|L04AA10|459.29|489.29|571.48|MP|inovativ|
RAPACT0012|W53292001||RAPILYSIN 10 U|PULB. + SOLV. PT. SOL. INJ.|10U|ACTAVIS GROUP PTC EHF - ISLANDA|RETEPLASUM|Cutie x 2 flacoane cu 10U pulbere pentru solutie injectabila + 2 seringi preumplute cu solvent + 2 dispozitive de reconstituire + 2 ace 19 G1 (3 ani)|B01AD07|3607.42|3637.42|4002.94|MI|inovativ|
RASNOV0012|W52241003||RASILEZ 150mg|COMPR. FILM.|150mg|NOVARTIS EUROPHARM LTD - MAREA BRITANIE|ALISKIRENUM|Cutie x 28 comprimate filmate (blistere PA/Al/PVC)|C09XA02|72.42|81.11|102.56|MI|inovativ|
RASNOV0020|W52242003||RASILEZ 300mg|COMPR. FILM.|300mg|NOVARTIS EUROPHARM LTD - MAREA BRITANIE|ALISKIRENUM|Cutie x 28 comprimate filmate (blistere PA/Al/PVC)|C09XA02|109.39|120.33|146.9|MI|inovativ|
RAWKRK0011|W43065002||RAWEL SR 1,5mg|COMPR. FILM. ELIB. PREL.|1.5mg|KRKA D.D. NOVO MESTO - SLOVENIA|INDAPAMIDUM|Cutie x 3 blistere din PVC-PVdC/Al x 10 comprimate filmate cu eliberare prelungita (2 ani)|C03BA11|7.6|8.66|11.71|MG|generic|
REBMER0012|W60057003||REBETOL 200mg|CAPS.|200mg|MERCK SHARP & DOHME ROMANIA SRL - MAREA BRITANIE|RIBAVIRINUM|Cutie x 140 capsule (blistere PVC/PE/PVDC) (2 ani)|J05AB04|1055.34|1085.34|1221.17|MI|inovativ|
REBSER0018|W08473003||REBIF 44 micrograme|SOL. INJ.|44mcg|SERONO EUROPE LTD - MAREA BRITANIE|INTERFERONUM BETA 1a|Cutie x 12 seringi preumplute x 0.5ml solutie injectabila (18 luni)|L03AB07|4153.5|4183.5|4598.17|MI|inovativ|
RECBAX0044|W54970001||RECOMBINATE 1000UI|PULB. + SOLV. PT. SOL. INJ.|1000UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flac. pulb. + 1flac. solv. + dispozitiv pt. reconst. (BAXJECT II) + 1 seringa + 1 set mini-perf. + 2 tamp. alcool + 2 plast. (2 ani)|B02BD02|2363.61|2393.6|2647.18|MI|inovativ|
RECBAX0052|W59904001||RECOMBINATE 1000UI/5ml|PULB. + SOLV. PT. SOL. INJ.|1000UI/5ml|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1flacon din sticla cu pulb. pt. sol. inj., 1flac. cu 5ml solv., 1seringa di plastic de unica folosinta, 1dispoz. pt. reconst.(BAXJECT II), 1set mini-perfuzare steril, 2 tampoane alcool si 2 plasturi (2 ani, dupa reconst. 3h)|B02BD02|2363.61|2393.6|2647.18|MI|inovativ|
RECBAX0010|W54968001||RECOMBINATE 250UI|PULB. + SOLV. PT. SOL. INJ.|250UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flac pulb. +1flac. solv. + dispozitiv pt. reconst. (baxject II) + 1 seringa + 1 set mini-perf. + 2tamp. alcool + 2 plast. (2 ani)|B02BD02|590.9|620.9|714.93|MI|inovativ|
RECBAX0028|W59902001||RECOMBINATE 250UI/5ml|PULB. + SOLV. PT. SOL. INJ.|250UI/5ml|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1flacon din sticla cu pulb. pt. sol. inj., 1flac. cu 5ml solv., 1seringa di plastic de unica folosinta, 1dispoz. pt. reconst.(BAXJECT II), 1set mini-perfuzare steril, 2 tampoane alcool si 2 plasturi (2 ani, dupa reconst. 3h)|B02BD02|590.9|620.9|714.93|MI|inovativ|
RECBAX0036|W54969001||RECOMBINATE 500UI|PULB. + SOLV. PT. SOL. INJ.|500UI|BAXTER AG - AUSTRIA|OCTOCOG ALFA|Cutie x 1 flac. pulb. + 1 flac. solv. + dispozitiv pt. reconst. (BAXJECT II) + 1 seringa + 1 set mini-perf. + 2 tamp. alcool + 2 plast. (2 ani)|B02BD02|1181.8|1211.8|1359.01|MI|inovativ|
RECICN0023|W57798005||RECOTENS 10mg|COMPR.|10mg|ICN POLFA RZESZOW SA - POLONIA|AMLODIPINUM|Cutie x blister PVC-PE-PVDC/Al x 30 comprimate (5 ani)|C08CA01|9.12|10.4|14.05|MG|generic|
RECICN0015|W57797005||RECOTENS 5mg|COMPR.|5mg|ICN POLFA RZESZOW SA - POLONIA|AMLODIPINUM|Cutie x blister PVC-PE-PVDC/Al x 30 comprimate (5 ani)|C08CA01|4.95|5.65|7.63|MG|generic|
RECZEN0028|W42833002||RECOXA 15|COMPR.|15mg|ZENTIVA AS - CEHIA|MELOXICAMUM|Cutie x 2 blistere din PVC-PVDC/Al x 10 comprimate (3 ani)|M01AC06|4.49|5.12|6.92|MG|generic|
REDLEK0017|W01424001|!|REDERGIN 1mg/ml (APP intrerupt)|PIC. ORALE, SOL.|0.1%|LEK Pharmaceutical Chemical Company / LEK Pharmaceuticals - SLOVENIA|CODERGOCRINUM|Cutie x 1 flacon x 50ml; (5 ani)|C04AE01|7.67|8.75|11.82|MG|generic|DC
REDDRR0021|W56171001||REDITENS SR 1.5mg|COMPR. FILM. ELIB. PREL.|1.5mg|DR. REDDY'S LABORATORIES ROMANIA SRL - ROMANIA|INDAPAMIDUM|Cutie x 3 blistere PVC/Al x 10 comprimate filmate eliberare prelungita (3 ani)|C03BA11|8.88|10.12|13.68|MG|generic|
